Assembly Accession	TaxID	Organism	Assembly Level	Chromsome Count	Total Length	Contig Count	Contig N50	Scaffold Count	Scaffold N50	Read Coverage	Submission Date	Latest Update	Bio Source	GC Content	ATCC Catalog
GCF_900078665.2	146021	Mycolicibacterium houstonense (high GC Gram+)	Scaffold	0	6451811	197	78863	27	5525743	18	2016/04/02 00:00	2017/10/07 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'type strain: ATCC 49403')]))])), ('Sex', None), ('Isolate', None)])	0.6696	49403
gcf_900087055.1	703	Plesiomonas shigelloides (enterobacteria)	Complete Genome	1	3405979	1	3405979	1	3405979	91	2016/06/16 00:00	2016/06/22 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'NCTC10360')]))])), ('Sex', None), ('Isolate', None)])	0.5203	14029
GCF_900099625.1	1358	Lactococcus lactis (firmicutes)	Scaffold	0	2514221	53	154151	51	194539	651	2016/10/13 00:00	2016/12/22 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 19435')]))])), ('Sex', None), ('Isolate', None)])	0.3522	19435
GCF_900102325.1	451	Tatlockia micdadei (g-proteobacteria)	Scaffold	0	3289400	29	207026	27	245732	333	2016/10/17 00:00	2016/12/22 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 33218')]))])), ('Sex', None), ('Isolate', None)])	0.4041	33218
GCF_900102985.1	29488	Photorhabdus luminescens (enterobacteria)	Scaffold	0	5293870	82	157553	70	195101	188	2016/10/18 00:00	2016/12/22 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 29999')]))])), ('Sex', None), ('Isolate', None)])	0.4260	29999
GCF_900104715.1	587753	Pseudomonas chlororaphis (g-proteobacteria)	Chromosome	1	7047615	1	7047515	1	7047615	96	2016/10/20 00:00	2017/04/06 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 13985')]))])), ('Sex', None), ('Isolate', None)])	0.6270	13985
GCF_900111465.1	650054	Campylobacter lari subsp. lari (e-proteobacteria)	Contig	0	1491270	31	121241	31	121241	969	2016/10/31 00:00	2016/12/22 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 35221')]))])), ('Sex', None), ('Isolate', None)])	0.2972	35221
GCF_900113355.1	1404	Priestia megaterium (firmicutes)	Scaffold	0	5886428	87	373432	81	838418	232	2016/11/04 00:00	2021/02/09 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 14581')]))])), ('Sex', None), ('Isolate', None)])	0.3735	14581
GCF_900113545.1	214482	Neisseria elongata subsp. elongata (b-proteobacteria)	Scaffold	0	2360727	25	179253	23	231533	628	2016/11/02 00:00	2016/12/23 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 25295')]))])), ('Sex', None), ('Isolate', None)])	0.5385	25295
GCF_900116585.1	198	Campylobacter hyointestinalis (e-proteobacteria)	Scaffold	0	1742209	21	196934	14	225006	834	2016/11/02 00:00	2016/12/23 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 35217')]))])), ('Sex', None), ('Isolate', None)])	0.3394	35217
GCF_900117305.1	1201292	Enterococcus faecalis ATCC 29212 (firmicutes)	Contig	0	3096247	55	158332	55	158332	49	2016/11/07 00:00	2017/01/11 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'G824')]))])), ('Sex', None), ('Isolate', None)])	0.3724	29212
GCF_900117325.1	1201292	Enterococcus faecalis ATCC 29212 (firmicutes)	Contig	0	3253662	48	223370	48	223370	130	2016/11/07 00:00	2017/01/11 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'G882')]))])), ('Sex', None), ('Isolate', None)])	0.3697	29212
GCF_900117335.1	1201292	Enterococcus faecalis ATCC 29212 (firmicutes)	Contig	0	2972084	40	275643	40	275643	139	2016/11/07 00:00	2017/01/11 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'G881')]))])), ('Sex', None), ('Isolate', None)])	0.3725	29212
GCF_900117345.1	1201292	Enterococcus faecalis ATCC 29212 (firmicutes)	Contig	0	2899713	56	164729	56	164729	47	2016/11/07 00:00	2017/01/11 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'G823')]))])), ('Sex', None), ('Isolate', None)])	0.3739	29212
GCF_900117355.1	1201292	Enterococcus faecalis ATCC 29212 (firmicutes)	Contig	0	2953943	44	153379	44	153379	121	2016/11/07 00:00	2017/01/11 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'G884')]))])), ('Sex', None), ('Isolate', None)])	0.3729	29212
GCF_900117365.1	1201292	Enterococcus faecalis ATCC 29212 (firmicutes)	Contig	0	2760488	15	608984	15	608984	187	2016/11/07 00:00	2017/01/11 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'G883')]))])), ('Sex', None), ('Isolate', None)])	0.3752	29212
GCF_900119565.1	269798	Cytophaga hutchinsonii ATCC 33406 (CFB group bacteria)	Scaffold	0	4375780	43	221294	36	307104	242	2016/11/18 00:00	2020/04/30 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'DSM 1761')]))])), ('Sex', None), ('Isolate', None)])	0.3872	33406
GCF_900128875.1	1121088	Weizmannia coagulans DSM 1 = ATCC 7050 (firmicutes)	Scaffold	0	2952521	146	35484	143	40854	481	2016/12/03 00:00	2016/12/18 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'DSM 1')]))])), ('Sex', None), ('Isolate', None)])	0.4731	7050
GCF_900143035.1	1304	Streptococcus salivarius (firmicutes)	Scaffold	0	2162983	26	296737	18	296737	695	2016/12/03 00:00	2016/12/18 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 7073')]))])), ('Sex', None), ('Isolate', None)])	0.4003	7073
GCF_900186855.1	446	Legionella pneumophila (g-proteobacteria)	Complete Genome	1	3426113	1	3426113	1	3426113	264	2017/08/15 00:00	2017/08/28 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'NCTC11286')]))])), ('Sex', None), ('Isolate', None)])	0.3830	33153
gcf_900186865.1	40324	Stenotrophomonas maltophilia (g-proteobacteria)	Complete Genome	1	5004261	1	5004261	1	5004261	156	2017/08/15 00:00	2017/08/28 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'NCTC10257')]))])), ('Sex', None), ('Isolate', None)])	0.6612	13637
gcf_900186885.1	29466	Veillonella parvula (firmicutes)	Complete Genome	1	2132142	1	2132142	1	2132142	387	2017/08/15 00:00	2017/08/28 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'NCTC11810')]))])), ('Sex', None), ('Isolate', None)])	0.3863	10790
gcf_900186955.1	1408	Bacillus pumilus (firmicutes)	Complete Genome	1	3855667	1	3855667	1	3855667	126	2017/08/15 00:00	2017/08/28 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'NCTC10337')]))])), ('Sex', None), ('Isolate', None)])	0.4171	7061
gcf_900187065.1	1797	Mycolicibacterium thermoresistibile (high GC Gram+)	Complete Genome	1	4950685	1	4950685	1	4950685	212	2017/08/15 00:00	2017/08/28 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'NCTC10409')]))])), ('Sex', None), ('Isolate', None)])	0.6898	19527
gcf_900187225.1	1639	Listeria monocytogenes (firmicutes)	Complete Genome	1	2864663	1	2864663	1	2864663	241	2017/08/15 00:00	2017/08/28 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'NCTC10357')]))])), ('Sex', None), ('Isolate', None)])	0.3806	15313
gcf_900187235.1	43771	Corynebacterium urealyticum (high GC Gram+)	Complete Genome	1	2377532	1	2377532	1	2377532	264	2017/08/15 00:00	2017/08/28 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'NCTC12011')]))])), ('Sex', None), ('Isolate', None)])	0.6416	43042
gcf_900187315.1	1643	Listeria welshimeri (firmicutes)	Complete Genome	1	2814137	1	2814137	1	2814137	229	2017/08/15 00:00	2017/08/28 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'NCTC11857')]))])), ('Sex', None), ('Isolate', None)])	0.3635	35897
GCF_900215245.1	294	Pseudomonas fluorescens (g-proteobacteria)	Chromosome	1	6511547	1	6511447	1	6511547	37	2017/09/06 00:00	2017/09/23 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'ATCC 13525')]))])), ('Sex', None), ('Isolate', None)])	0.5999	13525
GCF_900444725.1	470	Acinetobacter baumannii (g-proteobacteria)	Contig	0	3988653	2	3980696	2	3980696	100	2018/08/08 00:00	2018/08/10 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'NCTC12156')]))])), ('Sex', None), ('Isolate', None)])	0.3916	19606
gcf_900444855.1	40214	Acinetobacter johnsonii (g-proteobacteria)	Contig	0	3655558	6	3606805	6	3606805	100	2018/08/08 00:00	2018/08/10 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'NCTC10308')]))])), ('Sex', None), ('Isolate', None)])	0.4138	17909
GCF_900445115.1	645	Aeromonas salmonicida (g-proteobacteria)	Contig	0	4934557	10	2849290	10	2849290	100	2018/06/29 00:00	2018/07/11 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'NCTC12959')]))])), ('Sex', None), ('Isolate', None)])	0.5833	33658
GCF_900445175.1	644	Aeromonas hydrophila (g-proteobacteria)	Contig	0	4752356	2	4744529	2	4744529	100	2018/08/08 00:00	2018/08/10 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'NCTC8049')]))])), ('Sex', None), ('Isolate', None)])	0.6155	7966
gcf_900445285.1	33034	Anaerococcus prevotii (firmicutes)	Contig	0	2004977	2	2001332	2	2001332	100	2018/08/07 00:00	2018/08/10 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'NCTC11806')]))])), ('Sex', None), ('Isolate', None)])	0.3564	9321
gcf_900445355.1	1396	Bacillus cereus (firmicutes)	Contig	0	5415694	15	788995	15	788995	100	2018/06/30 00:00	2018/07/16 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'NCTC2599')]))])), ('Sex', None), ('Isolate', None)])	0.3528	14579
gcf_900445375.1	1396	Bacillus cereus (firmicutes)	Contig	0	6010496	3	5414974	3	5414974	100	2018/08/08 00:00	2018/08/10 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'NCTC7464')]))])), ('Sex', None), ('Isolate', None)])	0.3500	10876
gcf_900445425.1	96241	Bacillus spizizenii (firmicutes)	Contig	0	4060914	14	1170383	14	1170383	100	2018/06/29 00:00	2018/07/16 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'NCTC10400')]))])), ('Sex', None), ('Isolate', None)])	0.4391	6633
gcf_900445485.1	1404	Priestia megaterium (firmicutes)	Contig	0	5782255	8	4542023	8	4542023	100	2018/08/08 00:00	2018/08/10 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'NCTC10342')]))])), ('Sex', None), ('Isolate', None)])	0.3780	14581
gcf_900445495.1	46503	Parabacteroides merdae (CFB group bacteria)	Contig	0	4403124	3	4042550	3	4042550	100	2018/08/08 00:00	2018/10/31 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'NCTC13052')]))])), ('Sex', None), ('Isolate', None)])	0.4530	43184
gcf_900445515.1	272559	Bacteroides fragilis NCTC 9343 (CFB group bacteria)	Contig	0	5315005	5	5018953	5	5018953	100	2018/08/08 00:00	2018/10/31 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'NCTC 9343')]))])), ('Sex', None), ('Isolate', None)])	0.4303	25285
gcf_900445525.1	823	Parabacteroides distasonis (CFB group bacteria)	Contig	0	4888086	3	4838213	3	4838213	100	2018/08/08 00:00	2018/10/31 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'NCTC11152')]))])), ('Sex', None), ('Isolate', None)])	0.4498	8503
gcf_900445565.1	28111	Bacteroides eggerthii (CFB group bacteria)	Contig	0	4338066	6	2276852	6	2276852	100	2018/08/08 00:00	2018/08/10 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'NCTC11155')]))])), ('Sex', None), ('Isolate', None)])	0.4455	27754
gcf_900445595.1	818	Bacteroides thetaiotaomicron (CFB group bacteria)	Contig	0	6404217	33	680099	33	680099	100	2018/06/30 00:00	2018/07/17 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'NCTC10582')]))])), ('Sex', None), ('Isolate', None)])	0.4281	29148
gcf_900445615.1	1680	Bifidobacterium adolescentis (high GC Gram+)	Contig	0	2204993	57	238493	57	238493	100	2018/06/28 00:00	2018/07/16 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'NCTC11814')]))])), ('Sex', None), ('Isolate', None)])	0.5917	15703
GCF_900445725.1	518	Bordetella bronchiseptica (b-proteobacteria)	Contig	0	5173845	2	5160623	2	5160623	100	2018/08/08 00:00	2018/08/10 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'NCTC452')]))])), ('Sex', None), ('Isolate', None)])	0.6824	19395
gcf_900445775.1	35814	Bordetella holmesii (b-proteobacteria)	Contig	0	3780341	6	3275926	6	3275926	100	2018/08/08 00:00	2018/08/10 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'NCTC12912')]))])), ('Sex', None), ('Isolate', None)])	0.6275	51541
GCF_900445785.1	519	Bordetella parapertussis (b-proteobacteria)	Contig	0	4775492	2	4034469	2	4034469	100	2018/08/08 00:00	2018/08/10 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'NCTC5952')]))])), ('Sex', None), ('Isolate', None)])	0.6810	15311
GCF_900445795.1	519	Bordetella parapertussis (b-proteobacteria)	Contig	0	4818988	3	4773808	3	4773808	100	2018/08/08 00:00	2018/08/10 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'NCTC10853')]))])), ('Sex', None), ('Isolate', None)])	0.6811	15237
GCF_900445995.1	293	Brevundimonas diminuta (a-proteobacteria)	Contig	0	3438815	2	3424681	2	3424681	100	2018/08/08 00:00	2018/08/10 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'NCTC8545')]))])), ('Sex', None), ('Isolate', None)])	0.6726	11568
gcf_900446135.1	236	Brucella ovis (a-proteobacteria)	Contig	0	3283386	2	2119174	2	2119174	100	2018/08/07 00:00	2018/08/10 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'NCTC10512')]))])), ('Sex', None), ('Isolate', None)])	0.5720	25840
GCF_900446175.1	292	Burkholderia cepacia (b-proteobacteria)	Contig	0	8554913	13	1187511	13	1187511	100	2018/06/30 00:00	2018/07/11 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'NCTC10743')]))])), ('Sex', None), ('Isolate', None)])	0.6660	25416
GCF_900446185.1	292	Burkholderia cepacia (b-proteobacteria)	Contig	0	8503150	60	258762	60	258762	100	2018/06/30 00:00	2018/07/11 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'NCTC10661')]))])), ('Sex', None), ('Isolate', None)])	0.6669	17759
gcf_900446335.1	824	Campylobacter gracilis (e-proteobacteria)	Contig	0	2268496	2	1346514	2	1346514	100	2018/08/07 00:00	2018/08/10 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'NCTC12738')]))])), ('Sex', None), ('Isolate', None)])	0.4656	33236
gcf_900446355.1	195	Campylobacter coli (e-proteobacteria)	Contig	0	1938580	5	1816435	5	1816435	100	2018/08/07 00:00	2018/08/10 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'NCTC11366')]))])), ('Sex', None), ('Isolate', None)])	0.3097	33559
gcf_900446615.1	201	Campylobacter lari (e-proteobacteria)	Contig	0	1527717	3	1513404	3	1513404	100	2018/08/07 00:00	2018/08/10 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'NCTC11352')]))])), ('Sex', None), ('Isolate', None)])	0.2979	35221
GCF_900446805.1	536	Chromobacterium violaceum (b-proteobacteria)	Contig	0	4751982	6	986607	6	986607	100	2018/08/08 00:00	2018/08/10 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'NCTC9757')]))])), ('Sex', None), ('Isolate', None)])	0.6484	12472
gcf_900447675.1	43770	Corynebacterium striatum (high GC Gram+)	Contig	0	2924414	3	2904561	3	2904561	100	2018/08/01 00:00	2018/08/07 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'NCTC764')]))])), ('Sex', None), ('Isolate', None)])	0.5910	6940
gcf_900447845.1	1351	Enterococcus faecalis (firmicutes)	Contig	0	3062115	4	2940725	4	2940725	100	2018/08/01 00:00	2018/08/07 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'NCTC12697')]))])), ('Sex', None), ('Isolate', None)])	0.3734	29212
gcf_900447935.1	1353	Enterococcus gallinarum (firmicutes)	Contig	0	3931773	9	1400470	9	1400470	100	2018/08/01 00:00	2018/08/07 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'NCTC12359')]))])), ('Sex', None), ('Isolate', None)])	0.3974	49573
gcf_900448015.1	1354	Enterococcus hirae (firmicutes)	Contig	0	2840976	2	2831842	2	2831842	100	2018/08/01 00:00	2018/08/07 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'NCTC13383')]))])), ('Sex', None), ('Isolate', None)])	0.3693	10541
gcf_900448045.1	1351	Enterococcus faecalis (firmicutes)	Contig	0	3599171	9	3303020	9	3303020	100	2018/08/01 00:00	2018/08/07 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'NCTC13379')]))])), ('Sex', None), ('Isolate', None)])	0.3716	51299
GCF_900448245.1	562	Escherichia coli (E. coli)	Contig	0	4340858	30	250425	30	250425	100	2018/06/29 00:00	2018/07/12 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'NCTC12923')]))])), ('Sex', None), ('Isolate', None)])	0.5084	8739
GCF_900448275.1	562	Escherichia coli (E. coli)	Contig	0	5613409	9	4306691	9	4306691	100	2018/08/01 00:00	2018/08/07 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'NCTC12900')]))])), ('Sex', None), ('Isolate', None)])	0.5056	700728
GCF_900448425.1	562	Escherichia coli (E. coli)	Contig	0	5231253	3	5132291	3	5132291	100	2018/08/01 00:00	2019/04/03 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'NCTC12241')]))])), ('Sex', None), ('Isolate', None)])	0.5039	25922
GCF_900448435.1	562	Escherichia coli (E. coli)	Contig	0	5017843	6	4787671	6	4787671	100	2018/08/01 00:00	2018/08/04 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'NCTC13384')]))])), ('Sex', None), ('Isolate', None)])	0.5059	11229
GCF_900448995.1	562	Escherichia coli (E. coli)	Contig	0	5251497	6	1636851	6	1636851	100	2018/08/01 00:00	2018/08/04 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'NCTC9006')]))])), ('Sex', None), ('Isolate', None)])	0.5049	19138
GCF_900450635.1	673	Grimontia hollisae (g-proteobacteria)	Contig	0	4035504	4	3215332	4	3215332	100	2018/08/01 00:00	2018/08/07 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'NCTC11640')]))])), ('Sex', None), ('Isolate', None)])	0.4950	33564
gcf_900450705.1	728	Avibacterium paragallinarum (g-proteobacteria)	Contig	0	2860434	3	1867593	3	1867593	100	2018/08/01 00:00	2018/08/04 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'NCTC11296')]))])), ('Sex', None), ('Isolate', None)])	0.4113	29545
gcf_900450805.1	2054	Gordonia bronchialis (high GC Gram+)	Contig	0	5326567	3	5217573	3	5217573	100	2018/08/01 00:00	2018/08/07 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'NCTC10667')]))])), ('Sex', None), ('Isolate', None)])	0.6703	25592
GCF_900450845.1	888828	Haemophilus parainfluenzae ATCC 33392 (g-proteobacteria)	Contig	0	2148353	2	2140977	2	2140977	100	2018/08/01 00:00	2018/08/07 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'NCTC 7857')]))])), ('Sex', None), ('Isolate', None)])	0.3928	33392
gcf_900450925.1	738	Glaesserella parasuis (g-proteobacteria)	Contig	0	2458815	2	2443283	2	2443283	100	2018/08/01 00:00	2018/08/07 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'NCTC4557')]))])), ('Sex', None), ('Isolate', None)])	0.3999	19417
GCF_900450965.1	464	Fluoribacter gormanii (g-proteobacteria)	Contig	0	3872652	2	3747043	2	3747043	100	2018/08/01 00:00	2018/08/07 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'NCTC11401')]))])), ('Sex', None), ('Isolate', None)])	0.3817	33297
gcf_900451145.1	29581	Janthinobacterium lividum (b-proteobacteria)	Contig	0	6760367	2	6320096	2	6320096	100	2018/08/01 00:00	2018/08/04 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'NCTC9796')]))])), ('Sex', None), ('Isolate', None)])	0.6239	12473
GCF_900451675.1	573	Klebsiella pneumoniae (enterobacteria)	Contig	0	5295017	3	5269009	3	5269009	100	2018/08/01 00:00	2018/08/05 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'NCTC7427')]))])), ('Sex', None), ('Isolate', None)])	0.5754	10031
GCF_900451865.1	573	Klebsiella pneumoniae (enterobacteria)	Contig	0	5439082	4	5256548	4	5256548	100	2018/08/01 00:00	2018/08/04 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'NCTC11228')]))])), ('Sex', None), ('Isolate', None)])	0.5729	29665
GCF_900451875.1	1463165	Klebsiella quasipneumoniae (enterobacteria)	Contig	0	5528186	3	5284644	3	5284644	100	2018/08/01 00:00	2020/08/25 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'NCTC13368')]))])), ('Sex', None), ('Isolate', None)])	0.5771	700603
gcf_900452045.1	72407	Klebsiella pneumoniae subsp. pneumoniae (enterobacteria)	Contig	0	5594577	10	1357782	10	1357782	100	2018/06/30 00:00	2018/07/12 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'NCTC9633')]))])), ('Sex', None), ('Isolate', None)])	0.5696	13883
gcf_900452285.1	1650	Kurthia zopfii (firmicutes)	Contig	0	2991625	2	2985871	2	2985871	100	2018/08/01 00:00	2018/08/07 00:00	OrderedDict([('InfraspeciesList', OrderedDict([('Infraspecie', OrderedDict([('Sub_type', 'strain'), ('Sub_value', 'NCTC10597')]))])), ('Sex', None), ('Isolate', None)])	0.3693	33403
